292 a 1 17:46
290 a 1 17:46
108 a 1 18:48
190 a 4 19:12
350 a 1 19:13 3
269 a 7 19:23
020 a 1 19:23 6
002 a 2 19:33
321 a 1 19:33
204 a 1 19:34
162 a 2 19:54 3
084 a 2 19:56 3
092 a 2 19:59 3,4
250 a 1 20:04 -
040 a 2 20:20 3,4,5,6,7
053 a 2 20:25
224 a 4 20:29
041 a 1 20:34
118 a 1 20:34
191 a 3 20:40
257 a 1 20:40
085 a 5 20:42
133 a 1 20:44
293 a 1 20:45
344 a 1 20:45
259 a 3 20:46
096 a 2 20:46
324 a 4 20:47
184 a 3 20:47
025 a 2 20:56
024 a 2 20:56
227 a 1 20:56
026 a 1 20:57
006 a 3 20:57 3,4
035 a 1 20:57 3,4
154 a 3 20:57
347 a 1 20:57
116 a 1 20:58 3
117 a 1 20:58 3
294 a 3 20:59
279 a 1 20:59
327 a 2 20:59
095 a 1 21:02
007 a 2 21:12
272 a 1 21:14
051 a 4 21:14
001 a 2 21:20
328 a 2 21:24
138 a 3 21:24
243 a 2 21:24
     
277 a 3 21:24
011 a 3 21:30
265 b 3 21:34
168 a 2 21:36
362 b 2 21:39
023 a 1 21:45 6
342 a 1 21:45
225 a 3 21:45
331 a 3 21:46
121 a 1 21:46
013 a 2 21:47
037 a 2 21:47
010 a 1 21:47
014 a 1 21:48
028 a 3 21:49
236 a 1 22:02
156 a 1 22:02
079 a 3 22:16 3
263 a 1 22:22
235 a 1 22:22
234 a 1 22:22
222 a 1 22:28
097 a 2 22:28
315 a 6 22:29
086 a 2 22:28
036 b 1 22:32
230 b 1 22:32
061 b 1 22:42
291 b 1 22:42
194 b 1 22:42
065 b 1 22:42
319 b 1 22:42
302 a 1 22:45
262 a 2 22:45
124 a 6 23:05
140 a 3 23:06 1,4
089 a 4 23:06 1,4
239 a 1 23:08
240 b 1 23:15
146 a 4 23:21 3
126 a 2 23:21 3,4,5
173 b 1 23:24
199 a 4 23:31 4,5
127 a 2 23:37
038 b 1 23:41
066 b 1 23:41
134 b 1 23:43
192 a 5 23:43 3,4,5
044 b 1 23:48
     
163 b 1 23:48
169 b 1 23:48
329 b 1 23:49
093 a 2 23:52
064 b 2 00:10 - su
005 b 2 00:10
276 a 3 00:13
209 a 1 00:13 3
314 b 1 00:15
045 a 3 00:22
339 b 2 00:37 3
019 b 1 01:02
073 b 2 01:02
360 b 1 01:03 8,9
150 b 2 01:10 3,4,5,6,7,8,9
100 b 1 01:12
343 a 1 01:18
341 a 1 01:18
032 b 1 01:24 3,4,5,6,7,8,9
034 b 1 01:24 3,4,5,6,7,8,9
087 b 1 01:26 3,4,5,6,7,8,9
159 b 1 01:26 3,4,5,6,7,8,9
016 b 1 01:45
008 b 1 01:45 5
047 b 1 01:47
055 b 2 01:55
317 b 1 01:47
155 b 2 01:59
164 b 1 02:07
069 b 1 02:07
188 b 1 02:07
004 b 1 02:07
139 b 2 02:29 5,6
018 b 1 02:35 3,6,8,9,10
017 b 1 02:38 3,8,9,10
338 b 1 02:38 3,6,8,9,10
143 b 2 03:06
273 b 2 03:10
058 b 1 03:12
060 b 1 03:12
170 b 1 03:12
206 b 1 03:13
246 b 2 03:13
082 b 3 03:34
056 b 1 03:48 8,9
099 b 1 03:48 3,8,9
283 b 2 04:21 5
125 b 1 04:24
216 b 1 04:43
323 b 1 04:43
     
212 b 1 04:34
232 b 2 04:45 5
137 b 1 04:45
141 a 1 05:31
081 b 2 05:35 8,9
247 b 2 05:37 5,6,10
033 b 1 05:37 1,3,5,6,10
105 b 1 05:37 1,3,5,6,10
195 b 1 05:44
029 b 1 05:46
218 b 1 05:46
015 b 2 05:57
200 b 1 05:57
071 b 1 06:16 4,5,6
022 b 1 06:16
132 b 3 06:28
107 b 1 06:29 8,9
201 b 2 06:29 8,9
175 b 2 06:55 2,3
186 b 1 07:24 3,9,10,11,12
179 b 3 07:32 4,5,6,8,9
249 b 5 07:30 3,5,8,9,10
306 b 4 07:52
320 b 1 08:17 5
326 b 1 08:52 3,9
157 b 2 08:52
144 a 3 09:08
256 b 2 09:08 9,10,11
115 b 3 09:14 10
217 b 1 09:20 8 su
264 b 1 09:20 8
271 b 4 09:36
352 b 1 11:30 

214 b 1 10:00 8,9,10,11,12
361 b 9 - 5,6,8,9
