  2 a 1 МГУ-Оранжевый_возраст
 10 a 1 Дикие_ползуны
 12 a 1 Сухие_мокрые
 14 a 1 Вестра-Мамонт
 15 a 2 Опосумы_(МФТИ)
 23 a 3 без_кузнецова
 29 a 1 МГУ-Камчатка
 31 a 2 СКИФ-гепарды
 32 a 1 Кря-кря
 35 a 1 Камуфляжные_мыши
 40 a 4 МГУ-Волосатик_и_Ко
 42 a 1 МГУ-На_финиш
 43 a 2 Обязательно_дойдём
 45 a 1 МГУ-медленный_guzz
 48 a 1 Ежик_79_и_Пашкин
 54 a 2 Zлобные_Ёжики
 57 a 2 Zлобные_1
 61 a 3 75кВт
 63 a 1 
 65 a 2 МГУ_-_Sisters_
 66 a 2 Jekyll
 67 a 1 МГУ-ПочвА.
 69 a 5 Лучшие_люди
 76 a 3 Мегапризма(МИФИ)
 78 a 2 Локомотив_(МЖД)
 79 a 1 Utybr
 82 a 1 МГУ_Тема
 89 a 4 Трупохранилище_3
 90 a 1 ТК_ЖЕСТЬ-Саблезубый
 97 a 3 "Впервые_в_лесу"
 99 a 1 99
100 a 2 Дегенератор
102 a 3 бабки
103 a 2 МИФИ_-_28
105 a 1 Раздолбаи-1
107 a 1 МГУ_-_Воин_света
108 a 2 Ежики_в_тумане
113 a 1 Пузация_без_суслинга
114 a 2 МГУ_-_Ежи-шатуны
116 a 2 Пучеглазки_и_Живопырь
117 a 1 МГУ-Ураган
118 a 2 Пикирующий_паровик
119 a 1 Шлангадеры
121 a 1 Шалтай-Балтай
122 a 1 ТК_ЖЕСТЬ-Дикие_Белки
123 a 1 Раздолбаи_2
129 a 2 Серые_гуси
130 a 2 Кегля__8
134 a 1 Колян_(МФТИ)
135 a 1 Hrun_(МФТИ)
137 a 1 dyadya_Vanya_(МФТИ)
138 a 2 Люди-диваны_(МФТИ)
140 a 2 Шире_Шаг
141 a 1 Чг-1
142 a 1 Чг-2
143 a 1 Красный_путь
145 a 2 Хрюзомаргарогадулины_
146 a 2 Памяти_МПГУ
149 a 1 Киндяк_(_ТК_ЖЕСТЬ)
150 a 1 МГУ_-_Королек_
151 a 2 Hold_Fast
152 a 1 Васильковые_медведи
154 a 2 МГУ-Магнитна_аномалия
160 a 2 Лесные_ежики
161 a 1 FREEDOM_(Дмитров)
162 a 1 Берсерки
170 a 1 Вариатор
172 a 1 
173 a 1 
174 a 1 
177 a 3 вестра_alijinta
180 a 4 Дорога_21
181 a 4 
182 a 4 Вертикаль-Рязань
183 a 1 МГУ_-_Чума
184 a 1 МАИ_-_Fiben
185 a 2 Мышкин_дом
187 a 2 Вымпел_(МФТИ_-_МАИ)
188 a 4 NeoHackers
189 a 3 Далекая_Радуга
200 a 3 Проходимцы
203 a 2 АвтостопомПоГалактике
204 a 1 Кабыздохи_advanced
207 a 2 Безумный_робот
213 a 2 Мутантные_Соколята
214 a 4 Ы
219 a 1 ФРЯЗИНО
222 a 2 Два_медведа
223 a 2 Родник
224 a 3 Ахтуба
226 a 1 Irish_Rovers
227 a 1 Свирь_(3GADA)
228 a 4 Тригада_Усачева_АТН
229 a 3 МГУ_-_Три_бобра
230 a 1 Инвалид
233 a 3 Кто_мы
235 a 3 Орлы
236 a 4 U-частники
238 a 1 Золотой_мальчик
241 a 2 Заглянуть_За...
244 a 2 Вайлд_(МФТИ)
245 a 1 Лосеги
246 a 1 МГУ-Ольга
247 a 1 Бронепоезд_(МФТИ)
249 a 1 Перово_-_моцион
250 a 1 inr
254 a 1 Мамаду
255 a 3 Чепушилы_
258 a 1 
260 a 3 Пузогреи
262 a 1 Краказяба
263 a 2 Хромые_Лоси
264 a 2 Перово_-_Орландино
266 a 2 Волга_(ТК_Жесть)
268 a 2 Паша_Ольга
269 a 2 Броуновское_движение
270 a 1 Глюкоза
271 a 2 Бегущие_к_солнцу
273 a 2 Grafiil
275 a 3 Циклопы
