343 a 03:12 2 
138 a 03:58 2 
510 a 04:27 1 
460 a 04:30 1 
539 a 04:31 2 
465 a 04:31 1 
 14 a 04:31 1 
482 a 04:32 1 
119 a 04:34 1 
123 a 04:35 1 
105 a 04:35 1 
679 a 04:35 1 
422 a 04:39 2 
141 a 04:41 1 6
706 a 04:42 2 
116 a 04:44 2 
538 a 04:45 1 
571 a 04:45 1 
142 a 04:46 1 6
704 a 04:46 1 6
708 a 04:47 1 
204 a 04:47 1 
130 a 04:48 2 2
226 a 04:49 1 
368 a 04:54 2 
293 a 04:55 2 
365 a 04:56 3 
108 a 04:58 2 
181 a 04:59 4 
 63 a 05:01 1
219 a 05:03 1 
383 a 05:03 1 
 82 a 05:05 1 
556 a 05:05 1 
438 a 05:06 1 
 66 a 05:07 2
249 a 05:07 1 
275 a 05:07 2 - su
611 a 05:09 1 
685 a 05:10 2
503 a 05:17 2 
187 a 05:18 2 
183 a 05:21 1 
103 a 05:22 2 2,5
246 a 05:22 1 
117 a 05:23 1 
 89 a 05:25 4 
563 a 05:26 2 
507 a 05:27 1 
 35 a 05:28 1 
373 a 05:29 2 
145 a 05:29 2 
010 a 05:30 1 
640 a 05:31 1 
591 a 05:31 1 
015 a 05:31 2 
349 a 05:32 2 
652 a 05:39 2 
672 a 05:40 2 
283 a 05:41 1 
224 a 05:45 3 
235 a 05:52 3
236 a 05:52 3 - su 
113 a 05:53 1 
227 a 05:54 1 
360 a 05:55 2 
290 a 05:55 2 
230 a 05:56 1 
121 a 05:57 1 
152 a 05:58 1 5
650 a 05:58 2 5
254 a 05:59 1 5
023 a 05:59 3 
334 a 06:00 2 
554 a 06:00 1 
407 a 06:01 2 
200 a 06:01 3 
263 a 06:04 2 
048 a 06:07 1 
284 a 06:08 1 
697 a 06:09 2 
151 a 06:09 2 
078 a 06:10 2 
262 a 06:12 1 
526 a 06:12 2 
182 a 06:15 4 
 67 a 06:17 1 
420 a 06:19 2 
245 a 06:20 1 
536 a 06:21 2 
710 a 06:28 2 
291 a 06:29 2 
402 a 06:35 1 5
203 a 06:38 1 5 su
372 a 06:38 1 
686 a 06:39 1 1
687 a 06:39 1 1
688 a 06:39 1 1
107 a 06:42 1 
270 a 06:43 1 5,6
285 a 06:44 1 5,6
384 a 06:46 1 
576 a 06:47 1 
424 a 06:53 1 - 
170 a 06:53 1 
100 a 06:53 2 
118 a 06:54 2 5
320 a 07:04 1 
 43 a 07:05 2 
575 a 07:06 1
589 a 07:06 3 
180 a 07:08 4 
 76 a 07:09 3 
269 a 07:11 2 
387 a 07:13 2 
 31 a 07:20 2 5
338 a 07:25 2 
174 a 07:26 1 3-6
173 a 07:26 1 3-6
172 a 07:26 1 3-6
668 a 07:28 3 
569 a 07:28 1 
512 a 07:29 1 5
 65 a 07:30 2 
396 a 07:32 3 2
376 a 07:35 1 
189 a 07:36 3 
590 a 07:36 2 - su
222 a 07:39 2 
587 a 07:47 2 
659 a 07:51 1 
102 a 07:52 3 
 69 a 07:54 5 
452 a 07:57 4 
441 a 08:03 1 
