343 a 08:04 2 10 
 14 a 11:37 1 - 
138 a 11:37 2 - 
141 a 11:49 1 6 
130 a 12:32 2 2 
539 a 12:43 2 - 
451 b 12:44 2 - 
368 a 12:56 2 - 
249 a 12:58 1 - 
226 a 13:09 1 - 
460 a 13:09 1 - 
277 b 13:03 1 2-24 tr
  4 b 13:22 1 - 
219 a 13:27 1 - 
383 a 13:27 1 - 
503 a 13:27 2 - 
 15 a 13:31 2 - 
611 a 13:31 1 - 
482 a 14:00 1 - 
293 a 14:00 2 - 
372 a 14:01 1 - 
365 a 14:01 3 - 
 63 a 14:02 1 - 
108 a 14:11 2 - 
 30 b 14:28 1 - 
328 b 14:36 1 - 
287 b 14:43 1 - 
 67 a 14:44 1 - 
115 b 14:45 1 - 
 11 b 14:47 1 - 
366 b 14:47 1 - 
305 b 14:50 1 - 
306 b 14:50 1 - 
373 a 15:02 2 - 
289 b 15:03 1 - 
225 b 15:03 1 - 
224 a 15:11 3 - 
334 a 15:23 2 - 
183 a 15:31 1 - 
117 a 15:31 1 - 
246 a 15:31 1 - 
352 b 15:31 1 - 
 89 a 15:37 4 - 
652 a 15:38 2 - 
290 a 15:38 2 - 
672 a 15:40 2 - 
591 a 15:41 1 - 
422 a 15:42 2 - 
420 a 15:53 2 - 
563 a 15:53 1 - su
227 a 15:58 1 10,11
174 a 15:58 1 3-10
640 a 15:59 1 
465 a 16:00 1 
510 a 16:06 1 
123 a 16:06 1 
119 a 16:06 1 
173 a 16:08 1 3-10
172 a 16:08 1 3-10
 66 a 16:13 2 
438 a 16:13 1 
103 a 16:13 2 2,5,9,10
176 b 16:19 1 
175 b 16:19 1 
292 b 16:20 2 14
407 a 16:23 2 
200 a 16:25 3 9
283 a 16:28 1 10,11
 36 b 16:36 1 
275 a 16:43 2 9 su
113 a 16:51 1 
 49 b 16:59 2 
105 a 17:03 1 
245 a 17:10 1 
280 b 17:22 1 
685 a 17:28 2 7
 82 a 17:29 1 10
556 a 17:29 1 10
507 a 17:34 1 
554 a 17:34 1 
 35 a 17:39 1 
424 a 17:49 1 - 
314 b 17:52 2 
  3 b 18:01 1 
 65 a 18:01 2 9
 26 b 18:01 1 
710 a 18:01 2 
303 b 18:01 1 
181 a 18:01 4 
291 a 18:03 2 
475 b 18:05 2 
 64 b 18:09 1 
706 a 18:11 2 
577 b 18:11 1 
284 a 18:24 1 
 10 a 18:32 1 
107 a 18:35 1 
 52 b 18:35 1 
338 a 18:38 2 
494 a 18:37 1 8-11
235 a 18:40 3 - 
236 a 18:40 3 - su
535 a 18:43 2 10 
152 a 18:44 1 5,10 
254 a 18:44 1 5,10 tr
329 b 18:44 1 3,19-24 tr
 23 a 18:46 3 10,11 
230 a 18:46 1 10,11 
129 a 18:52 2 - 
316 b 18:55 1 - 
354 b 18:55 1 - 
575 a 18:56 1 - 
625 b 19:00 1 - 
208 b 19:07 2 - 
332 b 19:10 1 - 
257 b 19:11 1 - 
723 b 19:11 1 - 
597 b 19:11 1 - 
 68 b 19:11 1 5-23 
 95 b 19:11 1 5-23 
 72 b 19:11 1 5-23 
263 a 19:19 2 - 
309 a 19:28 1 - 
182 a 19:33 4 - 
189 a 19:36 3 - 
137 a 19:45 1 - 
134 a 19:46 1 - 
320 a 19:46 1 - 
135 a 19:46 1 - 
 43 a 19:46 1 - su
526 a 19:47 2 - 
270 a 19:48 1 5-7,9-11 
285 a 19:48 1 5-7,9-11 
396 a 19:48 3 2 
576 a 19:48 1 - 
262 a 19:48 1 - 
376 a 19:48 1 - 
360 a 19:48 2 - 
646 a 19:53 1 - 
656 a 20:04 1 - 
258 a 20:04 1 - 
187 a 20:05 2 - 
 78 a 20:06 2 - 
116 a 20:06 2 - 
571 a 20:06 1 - 
204 a 20:06 1 - 
708 a 20:06 1 - 
538 a 20:06 1 - 
121 a 20:06 1 - 
650 a 20:09 2 5,7,9,10,11 
522 b 20:12 1
100 a 20:17 2 7,9
170 a 20:17 1 7,9
217 b 20:19 2 21-24
637 b 20:20 1 23,24
157 b 20:26 1
406 b 20:33 1
159 b 20:33 1
456 a 20:36 3 2
392 b 20:36 1
659 a 20:36 1
703 b 20:38 1
 37 b 20:38 1
 34 b 20:44 1
 38 b 20:44 1
409 b 20:45 1
655 a 20:46 1
350 a 20:46 1
154 a 20:51 2 11
544 b 20:54 1
411 a 20:54 1
 20 b 20:55 1
 39 b 20:55 1
295 a 20:55 1
 84 b 20:55 1
150 a 21:00 1
 29 a 21:00 1
