107  9:04 1 34-42
355  9:45 1 36-41
756 10:12 2 -
714 10:12 1 -
123 10:31 2 36,39-41
495 10:34 3 -
514 10:34 2 -
753 10:39 1 -
29  10:39 1 -
750 10:39 1 -
622 10:39 1 -
48  10:43 2 -
338 10:55 2 35,36,37,39,40,41
15  11:02 1 35,36,39,40
627 11:03 1 -
795 11:11 1 37,39,40
110 11:11 1 36,37,39,40,41
112 11:12 1 36,37,39,40,41
767 11:13 1 36,37,39,40,41
109 11:14 1 36,37,39,40,41
819 11:15 1 35,36,37,39,40
707 11:15 1 35,36,37,39,40
389 11:16 1 36,37,39,40
89  11:17 1 36,37,39,40,41
414 11:12 2 36-41
426 11:18 2 36-41
120 11:20 1 - 
345 11:21 2 36,37,39-41
729 11:22 1 34,35,38
237 11:22 2 36-41
764 11:23 1 35,38
85  11:28 1 -
92  11:28 1 - 
152 11:29 2 34,35,38,39
251 11:36 2 36,37,39-41
93  11:34 1 36,39-41
186 11:34 2 36,39-41
416 11:34 1 36-41
11  11:40 1 34,35,38-40,42
316 11:41 2 34,35,38,39,41,42
606 11:45 2 -
69  11:46 2 40,41
469 11:47 2 35-41
546 11:49 1 -
420 11:52 1 36-41
58  11:53 1 -
287 11:54 1 -
444 11:56 1 -
307 11:56 1 36,39
822 11:56 1 35-37,39-42
678 11:56 1 35-37,39-42
425 12:02 1 -
149 12:03 2 34,35
517 12:04 2 -
265 12:06 1 -
154 12:07 1 -
46  12:11 1 -
83  12:17 2 36-42
356 12:17 3 34,35
544 12:17 1 36,37,39-41
291 12:21 1 36,37,39
535 12:22 1 36-41
182 12:22 1 36-41
427 12:22 1 36-41
632 12:22 1 36,37,39-41
585 12:25 1 36,38-42
609 12:25 1 -
183 12:25 1 36,37,39
519 12:27 2 -
165 12:27 2 36,37,39
60  12:30 2 36-41
180 12:30 1 36-41
641 12:32 2 39,40
211 12:36 1 36-41
620 12:36 1 36-41
372 12:36 1 36-41
59  12:36 1 -
219 12:36 1 -
207 12:39 2 36-42
208 12:39 1 36-42
136 12:39 1 39
191 12:39 1 39
281 12:41 2 36,37,39,40
363 12:41 1 -
38  12:41 1 -
548 12:43 1 36,39,40,42
612 12:47 2 35,38
653 12:49 1 36,37,39,40
805 12:49 1 34,35,37,38
423 12:50 2 -
724 12:51 2 38-41
550 12:53 1 39-41
387 12:53 4 36,37,39-41
325 12:55 1 36,37,39-41
351 12:55 1 36,37,39-41
353 12:55 1 36,37,39-41
601 13:02 4 35-37,39-41
57  13:02 1 35-37,39-41
489 13:02 1 35-37,39-41
559 13:02 1 35-37,39-41
545 13:02 1 -
217 13:02 1 36,37,39-41
513 13:02 1 -
135 13:08 1 34,35,38,39
640 13:08 1 34,35,38,39
222 13:09 1 34-38,40-42
450 13:10 2 35,38,39,41
765 13:10 1 36,37,39
460 13:15 1 35,38
73  13:19 1 36,39,40,41
8   13:19 1 -
393 13:19 1 36,39-41
672 13:19 1 -
213 13:21 2 -
227 13:21 1 35-37,39-41
737 13:21 3 -
456 13:22 1 -
65  13:25 2 -
370 13:26 1 39,40,41
104 13:32 1 35-37,39-41
342 13:35 1 -
488 13:37 1 36,37,39,40
531 13:37 1 36,37,39,40
49  13:37 1 36,37,39,40
624 13:38 1 36,37,39,40
459 13:38 1 36,37,39,40
18  13:42 1 35
392 13:46 1 36
694 13:46 1 38
122 13:46 1 34,35,37,38
179 13:46 1 -
386 13:46 1 -
568 13:46 1 -
308 13:48 2 36-40
236 13:48 1 38
77  13:49 1 36,37,39-41
752 13:51 1 35-42
439 13:53 1 36-39,40
373 13:54 1 36,37,39
504 13:55 2 34,36,37,39,40
102 13:56 1 35,36,38,39,41
270 14:01 1 35-37,38-41
130 14:03 1 35-37,39-41
366 14:08 1 36,37,39-41
248 14:08 2 39
75  14:08 1 39
74  14:08 1 36,37,39-41
817 14:08 1 36,37,39-41
94  14:11 2 34,35,38,39
668 14:12 3 36,37,39,40
669 14:12 4 36,37,39,40
80  14:14 1 36,37,39,40
263 14:14 2 36,37,39,40
269 14:15 1 35,36,38-41
571 14:15 1 36,37,39-41
642 14:15 1 34-41
268 14:15 2 35,36,38-41
62  14:17 1 36,37,39-41
231 14:17 1 36,37,39-41
452 14:23 2 34,35,38,39,41
161 14:23 1 -
501 14:26 2 -
196 14:30 2 36-41
243 14:32 2 38,40,41
511 14:32 1 35,36,38
598 14:37 1 -
148 14:37 1 35-37,39-41
436 14:37 1 35-37,39-41
521 14:40 2 36,38,41,35
552 14:42 1 34-42
722 14:46 3 35-37,39-41
242 14:49 1 35,39-41
447 14:53 2 35,36,38,39,41,42
272 14:55 1 34-42
105 15:01 2 34-37,39-41
586 15:01 1 35-37,39-41
776 15:03 1 36,39-42
768 15:07 1 34,35,37-42
634 15:08 1 39-41
274 15:11 1 35-37,39-41
314 15:17 1 -
6   15:18 2 36,37,39-41
565 15:18 2 36,37,39-42
823 15:20 2 36-41
40  15:21 3 34-37,39-42
201 15:29 1 35-42
184 15:29 1 35-42
50  15:32 2 35-37,39-41
258 15:42 1 35-37,39-41
412 15:42 1 36,37,39-41
45  15:42 1 35-37,39-41
138 15:42 2 34-41
192 -     1 35-41
190 -     1 39-41
14  -     3 35-37,39-41
706 -     1 35-42
743 -     1 35-37,39-41
484 -     1 36-42
253 -     1 35,36,38-42
352 -     3 36-42
131 -     1 35-42
132 -     1 35-42
147 -     1 34,38-41
298 -     1 34,38-41
650 -     1 35,36,38-41
723 -     1 35,36,38-41
76  -     1 -
778 -     1 -
693 -     1 36-41
487 -     2 34,35,37,38,40-42
529 -     2 34,35,37,38,40-42 
322 -     1 36-42
310 -     1 36-42
777 -     2 35-37,39-42
137 -     1 35-37,39-42
244 -     5 34-42
761 -     5 35-37,39-42
