743 14:42 1 43-60
758 14:42 3 43-60
714 15:14 1 -
756 15:14 2 -
355 15:16 1 43-44,48-49,52-54,56-58
496 16:39 1 43-60
416 16:32 1 43-45,47-60
750 16:46 1 50,51,54
627 16:51 1 50,51,53,54,55,58,59,60
15  16:53 1 47,48,49,52,53,54,56,57,58
152 16:56 2 43-60
107 16:57 1 50,51,53,54,55,57,58,59
11  16:58 1 43,44,47-60
316 16:58 2 43,44,47-60
420 17:07 1 43-50,52-54,56,57
186 17:08 2 43,44,47-50,52-54,56,57,59,60
707 17:09 1 43,48,49,52-54,56-58
819 17:09 1 43,48,49,52-54,56-58
622 17:14 1 -
484 17:18 1 43-60
678 17:25 1 43-50,52-54,56-58
822 17:25 1 43-50,52-54,56-58
93  17:26 1 43,44,47-50,52-54,56,57,59,60
237 17:30 2 43,44,47-57,59,60
338 17:30 2 43,44,47-49,52-54,56,57,59,60
251 17:31 2 43-50,52-54,56-58
495 17:33 3 -
514 17:33 2 -
123 17:41 2 47,48,49,51,52,55,56
345 17:47 2 48,49,52,53,54,56,57,59,60
29  17:49 1 -
729 17:51 1 47,48,49,52,53,54,56,57
764 17:51 1 47-49,52-54,56,57,59,60
548 17:57 1 43,47-57,59,60
253 18:00 1 43-57,59,60
632 18:02 1 43-49,52-57,59,60
342 18:04 1 43-60
149 18:04 2 48,49,51-57,59,60
517 18:07 2 50,52,54,56
291 18:07 1 43-45,47-49,51-53,55-57,59,60
641 18:09 2 45-60
423 18:09 2 43,44,48,49,51-57,59,60
120 18:11 1 -
550 18:17 1 43-49,51-57,59,60
307 18:17 1 47-49,51-53,55-57,59,60
444 18:17 1 43,44,47-49,52-54,56,57
724 18:18 2 43,44,47-49,52-54,56,57,59,60
180 18:19 1 43-49,51-57,59,60
545 18:19 1 47-49,51-53,55-57,59,60
69  18:20 2 49,52-53,56-58
546 18:22 1 48,52,56
653 18:22 1 44,48,49,52-54,56-58
48  18:22 2 -
765 18:29 1 43-49,51-57,59,60
57  18:29 1 43-49,51-57,59,60
559 18:29 1 43-49,51-57,59,60
426 18:29 2 43-49,51-57,59,60
489 18:29 1 43-49,51-57,59,60
414 18:29 2 43-49,51-57,59,60
89  18:29 1 43-57,59,60
601 18:29 4 43-49,51-57,59,60
244 18:29 5 43-60
109 18:33 1 43,48,49,52-54,56-57,59,60
110 18:33 1 43,48,49,52-54,56-57,59,60
