726 4:50 2 -
29  5:28 1 -
540 5:28 1 -
622 5:48 1 -
765 5:56 1 7,10-17
753 5:56 1 -
120 5:56 1 -
627 5:56 1 -
287 6:02 1 -
444 6:02 1 -
48  6:06 2 - 
342 6:06 1 -
546 6:06 1 -
202 6:06 1 -
281 6:06 2 3-5,7-9,12,15,16
714 6:06 1  -
750 6:06 1  -
87  6:06 1  -
757 6:06 1  -
707 6:06 1  -
756 6:06 2  -
123 6:06 2  -
450 6:06 2 3,4,7-9,12-17
85  6:06 1  -
92  6:06 1  -
545 6:06 1  -
514 6:17 2  -
814 6:17 1  -
154 6:23 1  -
461 6:28 2  -
338 6:31 2 7-17,3
686 6:31 2 8,9,12,14-17,1
737 6:34 3  -
496 6:34 1  -
819 6:34 1  -
698 6:35 1  -
495 6:35 3  -
106 6:43 1  -
56  6:48 1  -
636 6:48 2  -
550 6:59 1  3,7-9,12,14-17
89  6:59 1  7-17
426 6:59 2  1,3,4,7,12,15-17
414 6:59 3  1,3,4,7,12,15-17
584 6:59 1  1,3,4,7,12,15-17
219 7:03 1  14,17
69  7:03 2  -
455 7:03 1  -
169 7:05 2  5,6,8,9,10-16
58  7:07 1  -
16  7:07 1  -
675 7:08 1  -
146 7:08 1  -
727 7:09 1  1,14 
643 7:22 1  -
324 7:22 1  -
345 7:26 2  -
764 7:33 1  -
501 7:35 2  -
806 7:42 2  7,10-17
606 7:54 2  -
149 7:55 2  7
472 8:00 1  -
425 8:01 1  -
779 8:01 1  -
795 8:01 1  -
307 8:02 1  -
245 8:02 1  -
38  8:05 1  -
363 8:05 1  -
107 8:08 1  -
672 8:08 1  -
249 8:10 1 12,15,16
96  8:11 1 -
386 8:11 1 -
179 8:11 1 -
568 8:11 1 -
102 8:13 1 -
59  8:16 1 - 1
161 8:16 1 - 1
26  8:16 1 -
609 8:16 1 -
366 8:19 1 3,4,8,9,12,15-17
817 8:19 1 3,4,8,9,12,15-17
170 8:20 2 -
392 8:20 1 -
610 8:22 1 -
423 8:27 2 -
649 8:28 1 -
25  8:28 2 -
618 8:28 1 -
676 8:28 2 -
213 8:30 2 -
65  8:32 2 -
128 8:34 1 -
314 8:34 1 -
535 8:34 1 1,5,6,12,15-17
427 8:34 1 1,5,6,12,15-17
136 8:34 1 -
166 8:34 1 17
97  8:36 1 -
588 8:36 2 17
812 8:36 1 17
46  8:43 1 -
186 8:46 2 -
337 8:46 2 -
420 8:46 1 17
199 8:46 4 -
574 8:48 1 1,3,9,12,14-17
771 8:48 1 -
749 8:48 1 -
641 8:52 2 -
182 8:54 1 14,17
645 8:55 1 -
229 8:56 2 -
391 8:56 2 -
11  8:57 1 -
490 8:57 3 -
18  8:57 2 7,12,15,16
542 9:00 2 -
15  9:00 1 -
316 9:01 2 7,8,12,15,16,17
193 9:06 2 14,17
36  9:08 1 -
517 9:08 2 -
602 9:11 1 3,4,6,7,8,12,15,16
628 9:12 1 3,4,6,7,8,12,15,16
20  9:13 2 8,9
743 9:14 2 17
104 9:14 1 17
544 9:14 1 17
251 9:14 2 3,4,8,9,17
479 9:14 1 -
369 9:16 2 3,4,7,8,9,17
800 9:17 1 3,4,7,8,9,17
265 9:17 1 -
374 9:18 2 3,4,7,8,9,17
94  9:18 2 -
377 9:19 2 -
303 9:19 2 -
244 9:20 6 -
456 9:21 1 -
302 9:24 1 17
617 9:24 1 17
40  9:24 3 17
290 9:24 1 17
519 9:26 2 -
513 9:27 1 -
9   9:30 1 -
695 9:31 1 -
291 9:35 1 3,4,6,17,14
604 9:38 2 14,17
224 9:38 2 -
387 9:38 4 -
196 9:38 2 8,9
297 9:38 2 10,12,15,16
32  9:42 1 -
598 9:42 1 -
523 9:43 1 3,4,8,9,11,14-17
155 9:45 1 -
156 9:45 2 -
191 9:46 1 -
694 9:46 1 -
460 9:46 1 17
79  9:46 2 17
8   9:46 1 -
621 9:47 1 -
548 9:47 1 -
237 9:49 2 2-4,7-9,12
175 9:49 4 -
368 9:51 1 9,14,17
701 9:56 2 14,17
99  9:56 3 17
165 9:56 2 -
183 9:56 1 -
207 9:56 2 3,4,7-9,11,13-15
208 9:56 2 3,4,7-9,11,13-15
730 9:56 3 -
259 9:59 1 -
241 10:00 1 12,15-17
93  10:00 1 17
70  10:07 1 -
122 10:09 1 -
236 10:10 1 -
731 10:10 3 -
109 10:11 3 -
110 10:11 1 -
112 10:11 1 -
767 10:11 1 -
33  10:13 1 -
763 10:13 1 -
778 10:15 1 -
76  10:15 1 -
742 10:18 1 1,8,9,12-17
397 10:19 1 1,5-17
608 10:19 1 1,7-17
172 10:19 1 1,7-17
626 10:20 1 1,3,7-17
440 10:23 4 3,4,8,9,14,17
569 10:23 2 -
735 10:23 1 -
661 10:25 2 3,4,8,9,14,17
429 10:25 1 3,4,8,9,14,17
416 10:25 1 14,17
687 10:27 1 -
240 10:29 2 14,17
313 10:31 2 17
286 10:33 1 -
492 10:33 1 7
373 10:33 1 7
349 10:33 1 3,12,14-17
360 10:33 1 3,1,14-17
505 10:36 1 -
700 10:37 2 -
62  10:37 2 -
435 10:42 1 -
73  10:42 1 14,17
436 10:42 1 -
393 10:42 1 14,17
231 10:42 1 -
266 10:42 1 -
19  10:47 1 11
160 10:48 1 -
300 10:49 1 -
506 10:49 1 17
439 10:49 1 17
471 10:49 1 -
480 10:49 1 17
824 10:49 1 -
