404 a 1  8:24
118 a 1  9:12
119 a 1  9:12
425 a 2  9:19 4
296 a 3 10:02
280 a 1 10:39
130 a 1 10:39
326 a 2 10:47
180 a 2 11:08
197 a 1 11:09
19  a 2 11:16 6,7
372 a 1 11:19
92  a 3 11:24
76  a 1 11:43
400 a 1 11:44
104 a 1 11:44
345 a 1 11:52
343 a 3 11:52
204 a 6 11:58
292 a 2 12:03
291 a 5 12:10 1
364 a 1 12:10 1
66  a 5 12:13
238 a 2 12:13
337 a 2 12:14
116 a 2 12:14
363 a 2 12:14
105 a 1 12:15 8
99  a 3 12:29
300 a 2 12:43
45  a 4 12:43
354 a 2 12:57 8
276 a 1 13:26
277 a 1 13:26
134 a 1 13:35
196 a 1 13:35
355 a 1 13:36
284 a 2 13:46
287 a 4 13:47
20  a 1 14:08 4
433 a 1 14:16
220 a 1 14:22 5
169 a 4 14:23 8
247 a 1 14:23
141 a 2 14:56
150 a 1 14:58
149 a 3 14:59
311 a 2 15:00

163 a 1 15:02
333 a 2 15:02
223 a 1 15:03
205 a 2 15:08
49  a 3 15:11
68  a 2 15:16
168 a 1 15:19
417 a 1 15:45
283 a 1 15:46 4
165 a 3 15:54
362 a 2 15:55
5   a 2 16:03
133 a 1 16:13
222 a 2 16:14
264 a 1 16:15
344 a 3 16:26
143 a 2 16:43
38  a 1 16:51
419 a 1 16:51
62  a 1 16:51
258 a 1 17:02
365 a 2 17:03
325 a 1 17:03 4,8
44  a 1 17:18 4,8
336 a 1 17:33 1
412 a 1 17:33
81  a 1 17:33
94  a 2 17:33
253 a 2 17:34
93  a 2 17:34
113 a 1 17:56
114 a 1 17:56
268 a 1 17:56
269 a 1 17:56
413 a 1 17:58
23  a 3 18:38
414 a 1 18:38
334 a 2 18:39
142 a 2 18:48 4
60  a 2 18:51 5,6
148 a 2 19:05 5,6,7
187 a 2 19:06 4,5,6,7
1   a 2 19:08
263 a 1 19:10 8
317 a 1 19:28 5
79  a 6 19:42
166 a 1 19:51 6
167 a 1 19:51 6
25  a 2 19:52
314 a 4 19:56
86  a 1 19:56 6,7
242 a 1 19:56 6,7
171 a 2 20:03 6,7,8
255 a 1 20:13
97  a 1 20:13
128 a 2 20:15
63  a 2 20:29
101 a 4 20:32
100 a 2 20:32
146 a 2 20:38 7,8
173 a 2 20:49 7,8
115 a 1 20:49 5,7,8
306 a 3 20:51 6,7,8
156 a 1 20:57 4,8
366 a 2 20:57 8
376 a 3 21:07

346 b 1 08:11
397 b 2 08:18
393 b 4 09:14
29  b 1 09:20
377 b 2 09:31
408 b 1 09:31
383 b 1 09:35
67  b 1 09:43
58  b 1 09:43
279 b 1 09:58
89  b 1 09:59
90  b 1 09:59
321 b 1 10:00
17  b 1 10:00
51  b 1 10:00
429 b 1 10:28
27  b 2 10:29
350 b 2 10:30
282 b 2 10:56
126 b 1 10:57
48  b 1 10:58
136 b 2 11:16
6   b 2 11:18
42  b 2 11:34
307 b 1 11:58
288 b 1 11:58
32  b 1 12:04
399 b 1 12:04
77  b 1 12:06
55  b 1 12:12
151 b 1 12:28
293 b 1 13:02
421 b 1 13:16
281 b 1 13:16
395 b 1 13:16
274 b 1 13:17
250 b 1 13:17
46  b 1 13:19
70  b 1 13:28
50  b 3 13:41
98  b 2 13:46 3,4,5,6,7,8
373 b 1 14:09 4,5,6,7
329 b 1 14:16 8
394 b 1 14:16
103 b 1 14:16
221 b 2 14:24
241 b 3 14:24
127 b 1 14:41 
69  b 2 14:49
 
252 b 2 14:53
260 b 1 15:11
216 b 2 15:14
160 b 2 15:23
37  b 1 15:30
230 b 1 15:30
320 b 1 15:31
57  b 1 15:31
316 b 1 15:35
28  b 1 15:37
335 b 1 15:37
36  b 1 15:43
8   b 1 15:48 3
349 b 1 15:48
254 b 1 15:55
14  b 2 15:55
84  b 1 16:06
390 b 1 16:07
200 b 1 16:07
401 b 1 16:15
266 b 1 16:15 3
270 b 1 16:15 3
237 b 2 16:25 1
80  b 1 16:32 3
381 b 2 16:34 3
24  b 1 16:35
7   b 1 16:35
74  b 2 16:42 
147 b 1 16:42
72  b 1 16:56
131 b 1 16:59
95  b 1 17:00
73  b 1 17:00
39  b 4 17:29
322 b 2 17:34 3,5,6,7,8
371 b 1 18:02
35  b 2 18:15
179 b 2 18:18
4   b 1 18:20 
120 b 1 18:33
294 b 1 18:37
286 b 1 18:42
340 b 1 18:51 3,7
338 b 1 18:51 3,7
12  b 2 18:59
123 b 1 19:02 7,10
102 b 1 19:04
189 b 2 19:05 3
52  b 1 19:05
121 b 4 19:08 6,7
 
382 b 1 19:10 3
406 b 1 19:27
405 b 1 19:27
26  b 1 19:39
330 b 1 19:37
357 b 2 19:47
289 b 3 19:48 3,7
342 b 1 19:52 4,5,6,7,8
310 b 1 19:52 4,5,6,7,8
427 b 1 20:01 4
360 b 1 20:09
359 b 1 20:10
379 b 1 20:10
432 b 2 20:11 4,5,6,7,8,9,10
232 b 1 20:29 7,9,10
272 b 1 20:29 7,9,10
2   b 2 20:36 8,10
138 b 3 20:37 8,10
153 b 1 20:51
297 b 1 20:53 6,7,8,9,10
43  b 2 20:54 8
185 b 2 20:55
256 b 1 20:57

