105 a 15:15 1 -
430 b 15:50 1 -
547 b 16:13 2 -
55  b 16:30 2 -
254 a 16:30 1 9
27  a 16:31 1 -
454 a 16:31 1 -
16  a 16:31 1 -
95  a 16:37 1 -
506 a 16:41 1 -
277 a 16:41 1 -
456 b 16:43 1 -
389 b 16:43 1 -
390 b 16:43 1 -
17  a 16:44 1 -
523 a 16:57 1 -
495 a 17:07 1 -
392 a 17:07 1 -
541 a 17:07 1 -
230 a 17:09 1 -
49  a 17:09 1 -
572 a 17:11 2 -
590 a 17:13 1 -
110 a 17:17 1 -
163 b 17:27 1 -
424 a 17:27 2 -
92  a 17:38 1 -
279 a 17:39 1 1,2,3,4,5,6,7,8,9,10
19  b 17:42 1 -
548 a 17:51 3 -
227 a 17:56 2 -
327 a 17:57 2 -
53  a 18:00 2 -
99  b 18:04 1 -
348 b 18:04 1 -
87  b 18:04 1 -
544 a 18:07 3 -
144 a 18:10 2 -
274 a 18:15 2 -
387 a 18:17 1 -
206 a 18:18 1 -
106 b 18:21 2 -
281 b 18:22 1 -
567 b 18:23 1 -
120 a 18:24 1 -
266 a 18:26 3 -
349 b 18:28 1 -
374 a 18:30 2 -
161 a 18:36 1 -
485 a 18:36 1 -
356 a 18:37 2 -
299 a 18:38 2 -
181 b 18:42 2 -
91  a 18:42 2 -
78  a 18:42 2 1,2,3,4,10
278 a 18:53 3 -
57  b 19:03 1 -
35  b 19:05 2 -
275 b 19:05 1 -
117 b 19:05 1 -
317 b 19:11 1 -
439 b 19:11 1 -
67  a 19:11 3 -
216 a 19:18 1 -
488 a 19:20 1 -
612 a 19:20 1 -
614 a 19:20 1 -
132 a 19:21 2 10
535 a 19:22 1 -
432 a 19:22 1 -
7   b 19:23 1 -
377 b 19:25 1 -
329 a 19:29 1 -
218 a 19:29 1 8,10
33  b 19:31 1 -
451 b 19:45 1 6,7,8,9,10
64  a 19:45 2 1,7,9,10
360 a 19:45 1 1,7,9,10
483 b 19:47 2 -
570 b 19:49 1 -
357 b 19:50 1 -
354 b 19:50 1 -
384 a 19:51 1 -
310 a 19:51 4 -
455 a 19:51 1 1,2,3,8,9
394 a 19:53 1 9,10
153 a 19:56 1 4
96  b 19:57 1 -
316 b 19:57 1 -
414 a 19:59 3 -
233 b 19:59 1 -
162 b 19:59 1 -
155 b 19:59 1 -
71  a 20:00 1 -
264 a 20:01 3 -
205 a 20:02 1 9
499 a 20:08 1 10
200 a 20:09 3 -
173 a 20:10 7 -
88  a 20:12 1 -
74  a 20:12 1 -
44  a 20:13 3 -
554 a 20:15 1 -
534 a 20:15 2 -
116 a 20:16 3 -
293 a 20:16 1 10
  6 a 20:21 2 -
352 a 20:23 1 -
437 a 20:25 1 -
574 a 20:25 1 -
518 a 20:25 1 -
539 a 20:25 1 -
438 a 20:25 1 -
124 a 20:26 1 1,2,3,4,10
257 a 20:27 1 -
320 a 20:29 1 -
399 a 20:30 2 -
167 a 20:33 2 -
297 a 20:39 1 -
416 a 20:42 1 -
427 a 20:42 1 -
251 a 20:42 2 -
420 a 20:45 2 -
108 a 20:46 2 -
203 a 20:48 3 -
453 a 20:48 1 -
 15 a 20:49 5 -
303 a 20:49 1 -
159 a 20:50 1 -
136 b 20:54 1 1,3,4,5,8,10
280 b 20:56 2 -
 97 a 20:57 2 -
  9 b 20:57 1 -
 51 b 20:59 2 -
312 a 20:59 3 -
172 b 21:05 1 -
130 a 21:06 1 -
296 a 21:06 5 -
449 a 21:15 1 -
289 a 21:17 2 -
368 a 21:17 2 -
452 a 21:17 1 -
511 a 21:18 1 -
422 a 21:20 1 8,10
482 a 21:20 1 10
498 a 21:23 1 1,4,5,6,9,10
328 a 21:23 2 -
 40 a 21:25 6 1,2,3,4,5,6,7,8,10
 65 a 21:25 1 4
355 a 21:25 4 -
545 a 21:33 1 -
598 a 21:34 1 -
291 a 21:36 3 -
418 a 21:38 1 3,7,10
560 a 21:40 1 -
276 a 21:40 1 -
492 a 21:40 1 -
147 b 21:42 1 -
238 a 21:43 2 -
398 a 21:44 9 -
215 a 21:44 2 -
47  a 21:51 2 -
101 b 21:52 2 -
66  b 21:52 1 -
435 a 21:54 1 -
425 a 21:54 2 -
208 a 21:57 2 10
563 a 21:57 4 -
138 b 21:58 1 5,6,8,10
189 b 22:00 1 -
182 b 22:00 2 -
140 b 22:00 1 -
125 b 22:03 1 1,2,3,4,5,6,7,8,9,10
14  b 22:06 1 1,2,3,4,5,10
23  a 22:09 1 -
380 a 22:10 3 -
63  a 22:15 4 -
139 b 22:18 1 -
322 b 22:18 1 -
111 a 22:25 1 -
468 a 22:25 3 -
174 a 22:26 2 -
195 b 22:26 4 -
309 b 22:26 1 10
413 b 22:26 1 -
361 a 22:26 1 -
219 a 22:26 1 -
323 a 22:26 1 -
30  b 22:26 1 -
428 a 22:26 2 -
336 a 22:26 1 -
385 a 22:31 1 10
93  a 22:31 3 -
211 a 22:32 1 -
601 a 22:32 1 -
604 a 22:32 1 -
588 b 22:32 1 -
38  a 22:32 1 -
615 a 22:32 2 -
142 a 22:35 5 -
504 a 22:35 2 7,9,10
231 a 22:35 1 -
253 a 22:35 1 -
198 b 22:45 2 -
186 a 22:52 2 10
458 a 23:00 2 -
146 a 23:00 1 10
408 a 23:00 2 -
576 a 23:02 2 -
123 a 23:03 1 5,6,7,9,10
375 b 23:08 2 -
68  b 23:09 1 -
410 b 23:10 1 -
5   b 23:11 1 -
247 b 23:14 2 -
84  a 23:16 1 -
461 a 23:21 1 6
459 a 23:22 1 6
476 a 23:23 1 -
478 a 23:23 1 -
34  b 23:24 1 -
404 a 23:29 1 -
83  a 23:30 1 -
340 a 23:30 1 -
249 b 23:31 1 1,2,3,4,5,6,9,10
532 a 23:31 2 1,2,3,4,5,10
75  b 23:32 1 1,2,3,4,5,6,9,10
80  b 23:32 2 1,2,3,4,5,6,9,10
79  b 23:32 1 1,2,3,4,5,6,9,10
11  b 23:33 2 -
107 b 23:35 1 -
259 b 23:35 1 -
118 b 23:35 1 -
207 a 23:38 3 10
335 a 23:43 2 -
401 a 23:43 1 -
204 b 23:43 2 -
239 b 23:43 1 -
241 b 23:43 1 -
603 b 23:44 2 -
190 b 23:44 2 -
524 a 23:50 5 -
209 a 23:50 4 -
613 a 23:50 3 -
301 b 23:53 3 -
585 b 23:55 1 -
522 b 00:03 1 6,7,8,9,10
391 b 00:03 1 10
183 a 00:09 2 -
72  b 00:15 1 10
25  b 00:15 1 10
611 a 00:15 2 -
10  b 00:17 1 -
100 b 00:17 1 -
8   b 00:17 1 -
409 b 00:17 3 -
21  b 00:17 1 -
294 a 00:19 1 -
552 b 00:19 3 -
41  b 00:20 1 -
388 b 00:20 4 -
549 a 00:22 3 -
513 a 00:25 9 1,2,3,4,5,6,7,8,9,10
326 a 00:25 2 -
262 b 00:28 3 -
308 b 00:28 2 -
69  a 00:28 2 -
188 b 00:28 2 -
89  b 00:31 2 -
180 b 00:31 1 -
395 b 00:35 1 -
141 b 00:35 1 -
42  b 00:36 1 -
244 b 00:36 1 -
202 a 00:45 4 -
77  a 00:45 1 -
137 b 00:45 1 -
4   a 00:47 4 -
1   b 00:48 3 -
223 a 00:49 5 -
372 b 00:56 1 1,2,3,4,5,6,7,8,9,10
234 b 01:06 2 -
313 b 01:06 1 -
382 b 01:06 2 -
516 b 01:06 1 -
168 b 01:09 1 -
154 b 01:09 1 -
343 b 01:10 2 1,2,3
214 b 01:12 1 -
76  b 01:12 1 -
114 b 01:26 2 -
493 b 01:45 1 -
213 b 02:10 1 -
479 b 02:06 1 -
39  b 02:13 1 -
367 b 02:13 1 -
90  b 02:13 1 -
450 b 02:18 1 10
573 a 02:21 2 -
402 a 02:24 2 -
586 a 02:24 1 -
175 b 02:29 2 -
359 a 02:57 3 -
169 b 02:57 2 -
448 b 02:57 1 -
194 a 03:06 1 10
