280 b 09:00
570 b 09:00
249 b 09:00
51  b 09:00
398 a 09:00
203 a 09:00
41  b 09:00
377 b 09:00
451 b 09:00
50  b 09:01
89  b 09:01
389 b 09:01
390 b 09:01
227 a 09:02
325 b 09:02
231 a 09:02
303 a 09:02
91  a 09:02
230 a 09:02
473 b 09:02
11  b 09:02
49  a 09:02
7   b 09:02
181 b 09:03
129 b 09:03
397 b 09:04
79  b 09:04
75  b 09:04
80  b 09:04
57  b 09:04
19  b 09:04
117 b 09:05
118 b 09:05
9   b 09:05
105 a 09:05
206 a 09:05
125 b 09:05
453 a 09:06
195 b 09:06
413 b 09:06
65  a 09:06
218 a 09:06
198 b 09:06
585 b 09:07
568 a 09:07
300 b 09:07
259 b 09:07
107 b 09:07
132 a 09:08
394 a 09:08
163 b 09:08
114 b 09:08
220 b 09:08
155 b 09:08
116 a 09:08
516 b 09:09
64  a 09:09
382 b 09:09
360 a 09:09
392 a 09:09
495 a 09:09
541 a 09:09
437 a 09:10
438 a 09:10
539 a 09:10
574 a 09:10
518 a 09:10
30  b 09:10
367 b 09:11
372 b 09:11
309 b 09:11
27  a 09:11
454 a 09:11
16  a 09:11
77  a 09:11
590 a 09:11
242 a 09:11
190 b 09:12
193 b 09:12
579 b 09:12
214 b 09:12
172 b 09:13
425 a 09:13
92  a 09:13
435 a 09:13
299 a 09:13
356 a 09:13
144 a 09:14
431 b 09:14
369 b 09:14
100 b 09:14
162 b 09:14
450 b 09:15
281 b 09:15
188 b 09:15
21  b 09:15
10  b 09:15
336 a 09:15
6   a 09:15
428 a 09:16
94  b 09:16
332 b 09:16
301 b 09:16
414 a 09:16
349 b 09:16
479 b 09:17
489 b 09:17
213 b 09:17
368 a 09:17
207 a 09:17
452 a 09:18
289 a 09:18
511 a 09:18
449 a 09:18
361 a 09:18
219 a 09:19
323 a 09:19
275 b 09:19
424 a 09:19
241 b 09:19
147 b 09:19
204 b 09:19
588 b 09:20
239 b 09:20
548 a 09:20
418 a 09:20
567 b 09:21
66  b 09:21
101 b 09:21
78  a 09:21
547 b 09:21
93  a 09:22
108 a 09:22
448 b 09:22
169 b 09:22
215 a 09:22
487 b 09:23
456 b 09:23
399 a 09:23
38  a 09:23
253 a 09:23
174 a 09:24
439 b 09:24
8   b 09:24
106 b 09:24
208 a 09:25
523 b 09:25
55  b 09:25
233 b 09:25
327 a 09:26
328 a 09:26
416 a 09:26
427 a 09:26
186 a 09:26
355 a 09:26
154 b 09:26
168 b 09:26
317 b 09:27
25  b 09:27
72  b 09:27
90  b 09:27
561 b 09:27
318 b 09:28
234 b 09:28
191 b 09:28
313 b 09:28
546 b 09:30
67  a 09:31
39  b 09:31
387 a 09:32
88  a 09:32
74  a 09:32
136 b 09:33
329 a 09:33
17  a 09:33
53  a 09:33
251 a 09:34
209 a 09:34
613 a 09:34
430 b 09:35
76  b 09:35
254 a 09:35
312 a 09:35
563 a 09:36
47  a 09:37
120 a 09:38
276 a 09:40
492 a 09:41
560 a 09:41
432 a 09:41
348 b 09:41
99  b 09:41
87  b 09:41
520 b 09:41
62  b 09:42
97  a 09:43
112 b 09:43
