  4 a 4 Дельта
  6 a 2 Суздаль
 15 a 5 трупохранилище_3
 16 a 1 Раздолбаи-1
 17 a 1 x3
 18 a 6 Без_руля_и_без_ветрил
 23 a 1 
 27 a 1 Раздолбаи-2
 38 a 1 Кря-кря
 40 a 6 
 44 a 3 Чудище_болотное
 47 a 2 Обязательно_дойдём
 49 a 1 МГУ-Ураган-инвалиды
 53 a 2 Туристы_из_Урюпинска
 63 a 4 Дорога_21
 64 a 2 Орава
 65 a 1 
 67 a 3 
 69 a 2 БСП
 71 a 1 Велотигрик
 73 a 3 БС-3
 74 a 1 МГУ-Королек
 77 a 1 Lisa
 78 a 2 
 81 a 2 Utyf
 83 a 1 Вестра-Пога_др.
 84 a 1 Пропеллеры
 88 a 1 МГУ_-_Sister
 91 a 2 Силовая_диагональ
 92 a 1 МГУ-Ольга
 93 a 3 Памяти_МПГУ_и_Ко
 95 a 1 DSP
 97 a 2 Кошачьи
105 a 1 Вестра-Мамонт
108 a 2 Шалтай-Балтай
110 a 1 Чг1
111 a 1 МГУ-Тема
116 a 2 TravelCyberRu-III
120 a 1 
121 a 2 Зеркало
123 a 1 TF1
124 a 1 Zлобные
130 a 1 Пионерская_зорька
132 a 2 Анюты
134 a 1 Внучка_ВЛома
142 a 5 Кабыздохи_advanced
144 a 2 Альтима
146 a 1 
153 a 1 Jekyll
159 a 1 Краткий_курс
161 a 1 МГУ_-_Пешеходы
167 a 2 Мышкин_дом
173 a 7 ДЕЛАВАРЫ
174 a 2 Zлобные_Ёжики
183 a 2 Ахтуба
184 a 2 U-частники
185 a 2 U-частники-ОС
186 a 2 СКИФ_-_гепарды
194 a 1 МГУ-медленный_guzz
200 a 3 Паровозик_"Облачко"
202 a 4 Viva_Vita
203 a 3 Вестра_Ходики
205 a 1 МГУ_-_Феникс
206 a 1 Одуванчиков_дым
207 a 3 бабки
208 a 2 Пикирующий_паровик
209 a 4 МММФ_-1
211 a 1 Свентус
212 a 2 Слава_роботам
215 a 2 дикие_ползуны
216 a 1 Фрязино-1
218 a 1 Шире_Шаг
219 a 1 Lockly_(МАИ)
223 a 5 Пузогреи
227 a 2 Вестра-Юг
230 a 1 МГУ_-_Чума
231 a 1 Кукарача
238 a 2 Альтаир
242 a 4 Дети
251 a 2 Лесные_рыси
